Review Text,Rating
"breakfast hell iberville suites disgrace ritz carlton chain, direct access ritz-carlton hotel, breakfast hotel insult guests experience encountered hotel stayed 2* 5*+ reception area guests bare wood tables not clean, eat cheapest brown throw-away plastic plates plastic cutlery drink carton cups helped unappetizing breakfast, 4* expensive hotel especially, ambience glacial, no lingers, atmosphere feels uncomfortable, reception staff ok-ish no stage did offer help luggage 9th floor long corridors, glad night stay charming pleasant beautiful hotel maison ville nearby feels warm staff welcome attention lovely internet access 50 cheaper,  ",0
"shady luxer took mate hotel mainly n't read map, plus dark arrived knocked beers earlier hotel tucked away narrow road right door red light district, opposite central station 3 minute walk, ca n't fault location.staff check ar n't friendly need, hotel ok nothing luxury good place head couple nights, agree comments dirty carpets place reeks stale smoke, ca n't open window room not freshest smelling place, bathroom nice clean telly worked.we wer n't disturbed noise trouble sleeping self inflicted, hardly spent time hotel lots amsterdam visit purely arctic monkeys reverend makers play heineken music hall class, probably stay location good.p.s stay away white widow,  ",1
"request tower room just returned wonderful stay ay caribe hilton, got late saturday night room not exactly expected, like requested ocean view garden wing fifth floor.the room clean comfortable overloooked lush garden peacocks swans, sound coquis magical, right construction site expansion new casino, day conversations desk staff helpful friendly moved 16th floor tower, newest section room immaculate bathroom corner shower rainfall showerhead handheld, room clean neat returned pool, pool beach health club clean beautiful, busy week felt crowded pool lots lounge chairs towels, no entertainment kareoke pretty lame street piano bar talented singer named roger, corner little deli cheap good food, enjoyed vacation,  ",1
"v. good, san gallo palace hotel excellent booked recommendations site, good room queen size bed super power shower jets big, breakfast, hotel easily accessible train station taxi cost 8/9 euros, busy road worth value compared 4 star hotels florence, did not bother buses historical centre easier walk not fast walker say 15 20 mins, pre-booked tickets accedemia david hotel 15 euros little pricey jump horrendous queues worth, read review kind person aylesbury hotel note mention local restaurant called alfredo__Ç_é_ semidivino san gallo, tried favoured semidivino mainly tables outside eat smoke amazed reviews everybody failed mention no smoking public places italy anymore does nobody smoke anymore know, good little irish bar half way san gallo road called finnigans run scotsman called simon, good source information served good pint guinness, pay price sit stand not like local places, great place stop way hotel busy day sightseeing.pick free map reception good walking shoes grab camera enjoy florence tip deep breath long trek duomo dome views worth,  ",1
"clean spacious rooms nice 4-star hotel, room spacious clean breakfast decent, admit spent night,  ",1
"nice location friendly staff hotel active city center just south seine, center eiffel tower west notre dame east 20 min walk major attractions like champs elysees louvre musee dorsay, close majore invalides station rer c line versailles.rooms new refurbished, staff extrememly helpful helped book airport coach lent lonely planet guide paris english,  ",1
"good place stay clean rooms friendly staff, room street noisy windows open, windows closed did excellent job damping noise sleeping, sell internet time expensive cheaply.we liked neighborhood location, metro station close use saint georges station,  ",1
"great hote l good location wife spent 4 night 6/15 sheraton, generally happy room service, mentioned hotel good location lots sites walking distance, concierge friendly helpful, beds confortable, ate dinner hotel good.we used business center times expensive 3 15 mins, use internet.the staff did good job cleaning rooms forget things, no bath mat day appeared soap day not, minor annoyances.we definitely consider stay trip,  ",1
"place stay oahu family ages 13,12,9 just returned outstanding 1 week stay kahala, outstanding respects, hopefully coming soon.a bit history wanting visit pearl harbor oahu sights booked room hyatt wakiki, having lived kauai 2 years did n't recalled brief visits oahu wakiki hawaiian zoo, hyatt nice clean helpful staff, everytime walked wondered thinking, just wakiki moana surf rider street beautiful roped beach area guests only.so drove marriott time-share j.w., 2nd choice long way away did n't, beautiful facility nothing like thekahala family friendly lagoons unique.back kahala went kahala moment drove thought like, 15-20 minute drive wakiki 1000 miles away, absolutely beautiful hotel end road, private, beaches hawaii location beautiful beach hotel fronts hotel guests, staff outstanding wonderful swimming beach swim platform beach sheltered offshore reef especially plumeria restaurant outstanding restaurant nice money better try original roy 15mins, away, did n't dolphin experience dolphin quest site certainly enjoyed watching interact.i oahu fan, family lived kauai 2 years times maui grand wailea kei lani hyatt kannapali big island kona village hilton waikaloa agreed kahala favorite, no does n't large elaborate pools w/slides water falls charm location staff attentiveness beach private feeling nature etc.. hawaiian vacation about.by way end 3 week vacation stayed hilton waikola big island large cute little boats really old grand wailea maui spectular loby really beautiful hotel, big just people lining 7am morning shade chairs pools admit children loved tired, kahala speicials standard rooms make competitive wakiki hotels, wo n't disappointed, checked ok contact want discussion,  ",1
"quiet hotel stayed week, located quiet neighbourhood 10 blocks paseig gracia, sound far 2 metro stations close 2 blocks hotel bus central station intercity connections, room modern clean decorated proof sound windows, bathroom good confortable, hotel quiet sleep really, disadvantage breakfast not included costs 15 euros, just 1 block away arc triumph metro station popular crowded bakery eat breakfast, price fair service good,  ",1
"good location decent room stayed hotel langlois 4 nights 18-22 nov room 62. room clean charming, having said did experience not having hot water morning showers room not soundproof, hear kinds noises i.e, elevator door opening/closing footsteps hallway flushing toilets etc.. prevented getting good night sleep night not alot guests 6th floor.the receptionist recommeded couple great little restaurants area, le bistro des deux theatres 18 rue blanche excellent restaurant serves french food fixed menu 32 euro/person 3-course meal including coffee bottle wine, fuxi sp, italian restaurant 8-10 mins walk hotel good italian dishes, price reasonable menu la carte, ordered blackboard pleased food,  ",1
"comfortable stay suites comfortable, stayed essence fest 2008 amazed, booked stay little weary past reviews, say negative reviews come negative people, stayed annex clean service excellent staff friendly really enjoyed stary, definetely stay,  ",1
"ok not great stayed convention, room ok nothing special, thought expensive type room, stayed south tower, better hotel renovations completed spring,  ",1
"excellent location wife stayed b roppongi 6 nights, little apprehensive going tokyo needent worried, getting hotel airport biggest concern turned doddle, just catch narita express train nex tokyo station taxi, worthwhile having hotels website printed japanese taxi drivers did not know, hotel 2 minute walk roppongi hills not japanese food just corner mcdonalds tgi fridays hard rock cafe, roppongi lively night trouble japenese people courteous, hotel excellent, room clean lot spacious expected aircon free internet connection, worthwhile taking laptop using internet room plan days, reception staff knew little english got ok. nice touch went hotel rain receptionist ran umberellas, trips worth doing shrine senso-ji metro easy use, joypolis worth like theme parks, overall highly recommend hotel tokyo experience, hotel england expect 4 star rating, questions feel free contact try best answer,  ",1
"great place between-flight rest stayed hilton 2 nights past month en route rome seattle way, rooms comfortable quiet equipped wanted restful night, easy hotel shuttles 5-minute distance terminals ca n't beat, spent time health club steam room nice bonus long trip mixed results room service berkshires restaurants, perfectly good place rest flights,  ",1
"outstanding great ambiance superb customer service, absolute gem botique hotel, far batting average hotels 100 thanks web good research, hotel v minimalist__Ç_é_ dream classic louis poulsen artichoke chandelier hanging bed sleek teak shelving bathroom terrazzo shower floor, staff wonderful oh hip helpful__Ç breakfasts__Ç, measure generally judge property fantastic complete new favorite vacation toast topping used just nutella it__Ç_é_ nutella hagelslag chocolate sprinkles, yeah know bit redundant oh inappropriate breakfast vacation foods corresponding day irrelevant, furthermore hotel v resides perfect neighborhood setting set day adventures discovery,  ",1
"pretty hotel hotel pretty beach beautiful alot palm trees pool lovely, service good, people not friendly smiled, spanish speaking did n't understand english, room nice bathroom old, musty smell bedroom came air conditioning, food average safe order food grill, ask section 5 facing ocean garden ocean, location good quite, not chez palace lafuente pay extra not included inclusive, absolutely not worth extra money, food restaurants not good, good place rest price right.unless escorted- not outside hotel not safe, expect dirty island poor, stay hotel enjoy,  ",1
"gorgeous hotel just right location regent st feather beds shiny bathrooms, add welcoming staff recipe delightful stay london,  ",1
"strange good husband stayed relais uffizi nights honeymoon june 2006. hotel not possibly better location impossible narrow alley, took hour 100 degree heat place warned tough locate, think make point including map detailed directions reservation, far hotel concerned okay not amazing, room fine actually large couch comfortable bed, bathroom small clean functional, breakfasts good repetitive, service odd friendly no desk check office area, no internet access manager allowed use office couple times,  ",1
"treated like royalty, took girlfriend hotel bel air couple day valentine day week, time arrived driveway check treated hollywood royalty, not necessarily paying greatest room la instead paying best service grounds u.s., checking car service hired pick conveniently left stranded not 5 minutes waiting picked conceirge arranged picked car leaving wanted make sure rest trip perfect, certainly going bel air look forward seeing friendly faces welcomed,  ",1
"friendly fairly priced clean stayed nadia hotel times 1st time write review, hotel heart amsterdam makes downtown just walking minutes, infront directly tram bus stations easily need city.the hotel clean stuff friendly makes feel home, rooms clean equipped, building gives feeling old modernized amsterdam, bad issue hotel stairs case amsterdam hotels built inside historical city buildings, room size ok not big, definetely recommend continue staying visits amsterdam,  ",1
"ok hotel good location stayed night way beijing rawa island, hotel service room ok. location great shopping restaurants, probably stay, opinion nice 3 star hotel,  ",1
"loved staying nadia, chose hotel nadia based rates cheapest place pleasantly surprised amenities, 2 star hotel offer amentities higher rated hotel, greeted door smile porter took luggage room, room quite small enought room double bed not balcony, continental breakfast morning, hotel extremely centrally locate, block anne frank house 3 blocks dam square, not mention fact tram line runs right outside, 24 hour desk coverage hotel staff able accomodate request, n't glamorous hotel loved staying recommend amsterdam stay heartbeat,  ",1
"loved, reading recent reviews think lucky dont know, fabulous stay time ny right middle not noisy, ou room upgraded arrived son taken yummies toiletries room, staff friendly, definitely recommend,  ",1
"fab hotel location spent week hotel brilliant time, hotel modern trendy new, staff friendly helpful possible, did n't eat hotel booking thought breakfast bit expensive 15 euro plus vat person day, no shortage resturants eat area stuck, fab food round city.the room great bathroom lovely really modern, door bathroom n't problem, room cleaned start early, highly recommend hotel location n't better need close, booked hotel wanted close city centre pool relax lazy days fitted, roof pool lovely weather really good stay spent couple days sun bathing heaven, complaint 2 days stay pool half not sure did n't ask annoying n't swim, lovely quick dip, pool n't heated n't problem cooler weather, barcelona brilliant city lots highly recommend hotel excellent,  ",1
"beautiful beautiful beautiful, hotel just perfect thi perfect hotel stay stay no, girl desk helpfull, room cozy, reds mahogonys best beds slept hotel, time visit no stay frenchman,  ",1
"great hotel word warning partner daughter rented 2 rooms weekend 16/17 november endorse previous positive reviews like share word warning, returned hotel early saturday evening straight away drink reception area, unfortunately returned room partner realised left coat downstairs seat, went stolen, know happen taken care did spoil weekend, waiter said seen coat left assumed gone outside smoke left, non residents use hotel bar need special care possessions.one thing ate nearby furnace pizza restaurant excellent,  ",1
"excellent location 4th trip san fran stayed levels cost location reviews said great location handy public transportation importanly free parking despite statements parking not space problem clean helpful pleasant staff walk resturants said close public transportation, cont breakfast just start day going breakfast not cost choose value definetly worth stay stayed prior stays columbus near lombard block union square block pier 39 return absolutely stay,  ",1
"love lenox years husband taken 20 trips boston staying different hotels, wish lenox years ago, reviewers said great location- close t close restaurants close shopping, rooms make favorite hotel boston, usually trouble sleeping hotels, not lenox, rooms quite bed comfortable black-out drapes truly room dark, highly recommend lenox,  ",1
"n't waist money like did book family vacation breezes punta cana dominican republic big mistake, read reviews bookt, food terrible staff great, powder juice powder eggs no seafood limited selection inclusive, hotel accomodations not like look virtual reality tour, looking good outside not inside, air conditioning equipment not best working condition, lumpy pillows, terrible, office staff rude, left brother wife stuck airport paid transfer way refuned, understock bar inclusive drinks ran liquor everyday thing, total disapointment,  ",0
"outstanding property lots amenities hotel 10, large beautiful new 2 room suites equipped comfy pleasant helpful staff awesome pool ultra accomodating desk, ask, arrival delayed 5 days missed connection desk instantly moved reservation accomdated minute increase days, professionally cooked order complimentary breakfast day managers reception open bar night pool easily saved family 4 1000.my reaction 25/day valet parking bit negative unlimited in/out eager valets observation pretty going rate pleased pay, downside occasional construction door trump new palace,  ",1
"wonderful hote hotel orbitz came read reviews, e-mailed hotel directly promt kind, arrived train walked hotel 10 min heart old town, close sights, staff wonderful helpful directions, rooms beautiful clean, breakfast- fabulous, returning june looking forward staying, low season prices best,  ",1
"just little way 7 night stay hotel month ok.the hotel situated duel carriageway highway quiet suburban streets sides.the rooms fine clean.the main restaurant offers excellent buffet breakfast dinner specials worth try, restaurant staff pleasent helpful, bit isolated requires taxi courtesy bus, time look central hotel easily walk various restaunts,  ",1
"fantastic vacation wind chimes inn stayed wind chimes inn july 5th 9th, lookingfor clean affordable quiet place relax, definitely check san juan..it block ocean use use sister property hot tub acacia, did n't know expect trip san juan solo, took bus downtown, walked neighborhood came contact extremely helpful directions tips places eat visit, ca n't wait return december,  ",1
"3/5 stars beach water not clear lots seaweedroom clean sheets/ pillows terriblegrounds beautifulfood average suggest eating buffetstaff nicedrinks dilutedweather excellentnight entertainment not adultsdance club terribleoverall 3/5 stars ok resort family small children, not fun adults,  ",1
"not great good trouble finding hotel italy crazy numbering addresses, spite on-line maps hotel half mile train station said ad park block life easier road hotel extremely busy lucky guess building meant got hear locals loud hours night, thing really annoying right got informed laws n't turn a/c 1 meant leaving window open annoyed locals, pillows provided hotel like sleeping folded-up cardboard box, 2 extra pillows provided did n't help, thank goodness brought small fluffy travel pillows, room n't great, n't italy hang room felt hotel stayed took advantage fact, hotel close historic city center able walk wanted,  ",1
"mmmmmm staff great bonus travelling 3 year old, rooms surprisingly dowdy old fashioned given fantastic lobby bar restaurant areas, maybe tad overpriced things enjoyed, altho warned not central attractions,  ",1
"fantastic hotel gorgeous hotel great location river, claudio concierge best, kind caring able help needs, historical property worth,  ",1
"styish hotel clean modern stylish staff friendly i.e, given map city straight away far better guide books pointed direction nice restaurants.the hotel appearance clean decor minimal classy, room nice not toilet shy i.e, toilet just short open plan.the location not central u bahn stops city centre, girlfriend did comment not liked travel hotel evening group women only.overall really enjoyable stay nice hotel warmth chain n't hesitate stay,  ",1
"stay away hotel quite good location horribly dirty, wanted leave immediately not alternative accomodation new year eve period.stay away choose better hotel,  ",0
"location location location stayed earlier month impressed, not enter reception area 2nd floor building looks little shabby worn carpets wallpaper beginning peel, adds charm hotel, location outstanding feature ramblas 30 yards plaza catalunya, makes easy city nearest subway 20 yards away rooms small functional n't bother breakfast plenty cheap cafe good breakfast, staff friendly helpful free internet access soft drinks beer, thinking coming barcelona place considertaion,  ",1
"visited stayed hesperia sant joan 2006 concerned reviews needed break, pleased remarks unfounded clean rooms friendly staff excellent transport links city bus tram, taxi 14-18 euros colon columbus.enjoyed visit returned september 2007.visited bar rear hotel square locals friendly helpful little english spoken.only snag theft bag party whilst ramblas city theft problem.visited stiges whilst barcelona just short train ride away good awayday cost just 5 euro return ticket.looking forward visit 2008,  ",1
"n't married riu bambu stayed hotel 6-20 june 2005 got married grounds hotel 14 june, thompson holidays did not tell building work wedding gazebo 40 feet away building new hotel complex, assured builders stopped wedding work covered palm leaves, arrived gazebo day wedding dead palm leaves builders banging crashing sat wall enjoyed wedding, vows drowned noise coming building site left wedding video.9 11 ill ear infections diahorrea vomiting children taken hospital.we witnessed waiters drinking glasses putting clean ones taking sip handing guests.the evening entertainment unprofessional competitions bambu bambu comprising cheap laughs vulgar behaviour, year old daughter ended man hairy backside face.not idea 5 star entertainment dream wedding location,  ",0
"absolutely incredible hotel absolutely incredible, stayed oceanfront villas amazing, completely private spacious romantic extremely clean, staff hotel extremely helpful polite attentive, location hotel better seasons, reading reviews website concerned arrived reserved seasons, staying ritz carlton knew right choice, definitely year,  ",1
"wonderful place 5 yr anniversary, grand paradise week oct. 9 2005. husband went celebrate 5 year annivesary wonderful time arrived able shuttle arrived hotel quickly, greeted warmly claribel desk allowed check early 11:00am nice, claribel pleasant spoke good english helped considerably, gave wonderful room bldg, 6 3rd floor, view beach pools n't asked better spot, admit reservations things going reviews read claribel set tone entire vacation went well.the room clean comfortable, maid did good job keeping stocked cleaned, did ask washcloths handcloths day received promptly, n't think standard people dr used accomodated nicely.we no problems getting reservations restaurants, actually able make time, nice 3 nights rest. managed buffet just fine rest time, not big fan breakfast just used cereal donuts egg station quite good, things did start taste end week no problems food, did not sick stated, no problem getting cabana wanted chairs pool, plently space, not busy time year sure helped.it did rain little day humid expected, did n't let ruin fun took shows activities resort great time, called stage went learned dance things, took excursion bavaro runners mimi guide, great way dr countryside lots fun, drink rum wanted lunch included price, husband not big drinkers good time excursion, booked excursion jose reps hotel kind, took downtown afternoon shopping picked brought hotel, riot, overall wonderful time, glad picked punta cana place spend 5 year anniversary surely remember, believe experience good believe going, went positive attitude treated nicely did, recommed hotel travelers no problem, just smiling fun,  ",1
"friendly staff husband stayed nights conference st. francis, hotel does quaintness area breakfast wine cheese hour cute, elevators did not work, room good size bathroom did mold tile tub, good sized dressing room, fireplace great room nice romantic feel, mattress little firm husband noted faint mothball smell did not, short walk union sqare steep, nice touch complimentay soft drinks water split champagne room, thought good value stay time,  ",1
"sunshine white beaches relaxation wow, sunshine white beaches pool pool bar entertainment relaxation ask, love sun like relaxing glorious white beach palm trees laying pool pool bar getting involved daily entertainment laid best enertainment team met hotel, like going looking local countryside taking local culture maybe best think, trips monster truck safari enlightening hot time got sunstroke meant poorly day pack d v tabs trip island speed boat world 2 hour coach trip italian village worth just, spent glorious weeks riu bambu 5 hotel complex spend time yoou want use pools drink eat day restaurant bars, meal asked bambu evening, hotels princess ca n't remember exact titles sorry limits, downside bambu not limits occupants hotels free use bambu bars/restaurants pools day, did occasionaly meant pool filled people wore white wrist bands bambu definately hotel like entertainment hey room join fun, water arobics water polo daily events entertainment team getting join games poolside pool, not fine staff just happy let relax plenty places want bit peace quite remember hotels complex, sunbeds aplenty beach pool ca n't use beonging princesses, towels provided given card arrival collect towel morning finished day sunbeds morning want specific bed poolsthe entertainment team world not eager join, thanks specifically bravo lot fun, seen team work hard day dance socks evening shows, grumble say dance routines great different themes night did feel bit repetative comedy different good mind fashion husband panting, n't miss caribean night thursdays lot fun.the rooms colonial clean tidy, no problem air condtioning fan room, maids exceptional rooms cleaned thoroughly daily, no problems stay couple met room broken did young couple overheard pool, couples door key safe key key ring asked not, went beach went swimming key taken returned room safe broken, couple watch camera rings taken bedside cabinet drawer went evening meal thief got mystery, just careful things site make friends watch stuff having swim, think camera stolen poolside people took cameras pool day.the food good main restaurant lots choices special nights mexican, fresh baked pitta bread carvery sort night, chips wanted night potatoes bit sparse boiled form couple choices, no-one able moan, did steak restaurant dissapointing say n't bother booking early book people night went leaving meals leaving early not ones think food yuck, did not try specilist restaurants make mind up.the staff courtious helpful especially tip early, n't tip alot couple dollars works wonders, bar staff jolly time burst song occasional dance bar evenings join, pool bar wonderful day drink plenty water limit alchol dehydrate, thermas jugs ae possibly good idea beach day not really needed lay close pool, say bambu liveliest hotels day night enjoy,  ",1
"acceptable stay near airport stayed 2 nights arrival night leaving seattle, n't say nice hotel n't bad, did n't feel unsafe room acceptable n't dirty, hallway did stink smoke room fine hallway smoking non-smoking, does free parking free wireless internet free breakfast toast bland waffle 2 types cereal juice/milk, acceptable motel arrive late sea early flight, did n't use shuttle ca n't comment, odd having run credit card having receipt ca n't say seen motel, want nicer area prepared spend 40 night place,  ",1
"great hotel poor managment terrible experience local stayed hotel times past years 2007 great hotel stay, start bad, year stayed hotel twice times unpleasent experience hotel manager new hotel policies.the time stayed no double rooms available book single family, went use pool 2 people allowed use pool additoinal person 3 year pay 21 dollars day order use facilities mini golf pool ect book additonal room spend night away family, arrive let say 6:00pm pool closes 8:00pm pay 21 dollars use pool 21 dollars 2 hours quite expensive plus 21 additonal day, consumer rules ridiculous, talking hotel manager words mouth no not use pool unless pay aditional fee weather 2 hours day pay 3rd person, opinion no minor child pay additonal 21 fee use pool especially daily fee reasons choosing hotel becaus son loves pool, second stay stayed sat mon, sat sunday went boat did no use ameneties, monday planed spend afternoon pool, check 11:00am breakfest restaurant check planed use pool remaining afternoon promised 3 year old pool, went pool told use pool not 21 fee becuase no longer alowed use pool hotel amenities check checked, talked hotel manager rude unprofesional lady words no no not use pool check hotel, son bursted tears did wife becuase brake promise son, asked hotel manager make exception day promised son pool, saw tears said absoultly not check 11:00 use amenities time stickly prohibited, bare mind stay night plan use pool lets say arrive 4:00pm check time use pool hotel amenities 4:00pm 8:00am arrival day 8:00am 11:00am following day, dont plan stay day literally kick hotel pool amenities offer.it disapointing experience familiy use hotel unless new policies revised, hotel manager needs people skills, word no vocabulary, instead try way customer, shame becuase hotel quite cozy execellent pool hotel management new policies rules make stay regretfull experience.a mayorbayamon pr,  ",0
